architecture,profile,p,seed,epoch,train_rmspe,validation_rmspe,run_id
exact_shallow,uniform,0.025,103,3,0.7913461963644889,0.2583386812851371,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,4,0.6334734731908845,0.48740575112884865,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,5,0.38365732019980414,0.3347751920303128,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,6,0.5743444883527808,0.7271996583749429,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,7,0.6210394667420964,0.27521469244441615,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,8,0.5921726551408587,0.6758074771480578,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,9,0.5599903848184846,0.2935421101542104,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,10,0.52163657789535,0.6228910791866289,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,11,0.4859126583210347,0.24610451475676887,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,12,0.4515971966133135,0.5053450168301985,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,13,0.41493456910525844,0.2239526215985522,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,14,0.39606854509579276,0.333025687732889,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,15,0.3471432124843072,0.18872305610890022,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,16,0.33756365254301346,0.1963775093878527,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,17,0.2952197283936557,0.2258473588124938,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,18,0.27517647058697164,0.1863823499386991,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,19,0.2709429154089761,0.1990954884225177,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,20,0.25734380080552216,0.19994977478710127,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,21,0.2650129859365819,0.1856072306942524,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,22,0.24285391275348045,0.18393901953713546,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,23,0.2465237681737094,0.19769863899438958,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,24,0.22975779128641116,0.1829992513232643,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,25,0.22597316053758576,0.1849050914131093,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,26,0.22103717131994216,0.18540333431354436,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,27,0.21736571511272262,0.1840064892189201,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,28,0.21430894560162897,0.1826855738526764,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,103,29,0.21201760561309543,0.1841631260642044,f67db019f7fe1b82a610
exact_shallow,uniform,0.025,104,0,30.975189351864074,3.1740773172492416,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,1,5.964554526516368,4.019007634721709,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,2,3.879002470114842,0.41345168072214816,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,3,0.9698621274865183,0.23108900278328734,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,4,0.6449807338647947,0.6549012393632603,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,5,0.4771120229630958,0.24432810945844827,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,6,0.4501615985345583,0.36685386657524777,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,7,0.4311843487076273,0.4357241129836914,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,8,0.41191329961606976,0.32319976066234724,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,9,0.3910490784693229,0.3801099420695527,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,10,0.5196017145457106,0.7327264033549563,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,11,0.4909296332693573,0.42790881636415523,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,12,0.48358840821097127,0.20010862918955807,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,13,0.42353023622919134,0.30821729280900984,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,14,0.40458678684721144,0.28657763175061696,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,15,0.40391284522433013,0.1939299912631563,18fed1f7e7bc0755628e
exact_shallow,uniform,0.025,104,16,0.3445218507730502,0.2555352810008902,18fed1f7e7bc0755628e
